學年度,縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女
103,30,臺北市,401302,私立方濟中學,25,20,4,5,2,7,13,413,140,175,76
103,30,臺北市,401303,私立達人女中,9,50,7,8,1,16,9,0,432,0,175
103,30,臺北市,403301,市立內湖高中,53,105,3,6,5,22,63,1135,1161,429,411
103,30,臺北市,403302,市立麗山高中,31,54,0,0,7,11,33,587,339,216,108
103,30,臺北市,403303,市立南湖高中,41,72,2,1,6,16,48,876,876,309,324
103,30,臺北市,411301,私立泰北高中,54,69,17,10,10,13,65,1329,1053,499,467
103,30,臺北市,411302,私立衛理女中,13,66,5,11,1,24,15,0,566,0,175
103,30,臺北市,411303,私立華興中學,28,34,0,0,8,5,6,156,118,56,35
103,30,臺北市,413301,市立陽明高中,43,105,0,0,4,18,39,699,723,245,252
103,30,臺北市,413302,市立百齡高中,49,118,0,0,6,21,24,448,462,157,166
103,30,臺北市,421301,私立薇閣高中,50,71,0,0,8,11,21,487,490,140,140
103,30,臺北市,421302,私立十信高中,10,35,10,11,0,6,24,480,484,239,243
103,30,臺北市,423301,市立復興高中,64,119,3,6,6,18,72,1181,1341,299,438
103,30,臺北市,423302,市立中正高中,64,117,0,0,9,16,69,1226,1155,410,364
103,50,高雄市,521301,私立明誠高中,39,43,4,8,8,18,20,477,364,243,218
103,50,高雄市,521303,私立大榮高中,38,19,28,10,7,7,40,911,117,300,71
103,50,高雄市,523301,市立鼓山高中,40,80,0,0,6,10,27,422,377,128,154
103,50,高雄市,533301,市立左營高中,38,86,12,14,2,14,55,893,1012,275,357
103,50,高雄市,533302,市立新莊高中,34,75,5,6,2,12,45,831,876,276,295
103,50,高雄市,540301,國立中山大學附屬國光高中,33,49,7,8,7,10,18,321,367,98,137
103,50,高雄市,543301,市立中山高中,26,72,5,5,3,13,42,764,850,260,283
103,50,高雄市,543302,市立楠梓高中,31,43,0,1,3,8,30,514,578,129,156
103,50,高雄市,551301,私立立志高中,147,95,52,24,11,24,147,4035,1837,1489,657
103,50,高雄市,553301,市立高雄中學,94,76,18,60,3,17,72,2753,87,918,28
103,50,高雄市,553302,市立三民高中,28,59,0,0,2,10,36,658,685,183,212
103,50,高雄市,563301,市立新興高中,42,67,10,13,3,10,18,295,387,85,97
103,50,高雄市,573301,市立高雄女中,43,102,1,6,3,15,63,0,2551,0,849
103,50,高雄市,580301,國立高師大附中,26,62,1,4,2,17,24,468,359,172,103
103,50,高雄市,581301,私立復華高中,41,50,5,1,4,13,48,804,1052,288,398
103,50,高雄市,581302,天主教道明中學,81,112,4,5,7,28,48,1189,1117,528,451
103,50,高雄市,583301,市立中正高中,42,121,3,5,5,12,33,640,612,206,180
103,50,高雄市,593301,市立前鎮高中,43,65,3,5,6,12,45,845,897,262,279
103,50,高雄市,593302,市立瑞祥高中,54,149,2,4,6,14,27,500,438,177,154
103,50,高雄市,613301,市立小港高中,43,58,9,5,5,7,45,861,873,249,289
103,71,金門縣,710301,國立金門高中,42,28,0,0,7,12,30,481,491,132,168
103,72,連江縣,720301,國立馬祖高中,21,12,0,4,8,8,12,192,143,58,50
103,1,新北市,11405,私立樹人家商,32,105,14,19,4,21,76,697,2521,190,999
103,1,新北市,11407,私立復興商工,70,53,61,40,8,25,100,1758,2946,558,1005
103,1,新北市,11408,私立南強工商,44,37,29,17,11,10,53,1166,773,424,181
103,1,新北市,11413,私立穀保家商,37,77,41,33,5,18,77,1537,1592,441,615
103,1,新北市,11419,私立開明工商,34,49,52,36,6,14,75,1742,1023,760,353
103,1,新北市,11420,私立智光商工,48,66,18,27,7,25,75,2057,1044,762,330
103,1,新北市,11421,私立清傳高商,7,26,3,6,6,7,14,231,370,127,197
103,1,新北市,11426,私立能仁家商,52,82,32,48,4,21,95,1440,2264,446,774
103,1,新北市,11427,私立豫章工商,32,39,43,30,5,18,61,1631,763,536,328
103,1,新北市,11431,私立莊敬工家,82,95,32,41,29,48,104,2040,2237,511,609
103,1,新北市,11432,私立中華商海,17,6,3,0,4,2,11,241,49,71,24
103,1,新北市,13402,市立瑞芳高工,72,63,39,21,19,13,60,1355,348,364,165
103,1,新北市,13430,市立三重商工,74,86,72,52,15,26,86,1897,1033,552,377
103,1,新北市,13433,市立新北高工,101,83,58,22,14,23,85,2495,581,724,196
103,1,新北市,13434,市立淡水商工,83,109,0,0,14,22,90,1840,1366,490,474
103,1,新北市,14439,市立鶯歌工商,59,96,19,10,8,15,63,1014,1290,212,415
103,2,宜蘭縣,20403,國立宜蘭高商,47,81,14,11,9,17,55,977,1016,267,355
103,2,宜蘭縣,20404,國立羅東高商,49,64,21,17,4,18,54,780,1002,207,317
103,2,宜蘭縣,20405,國立蘇澳海事,45,53,8,10,13,15,41,915,336,290,125
103,2,宜蘭縣,20407,國立羅東高工,86,37,26,8,13,18,45,1582,131,494,41
103,2,宜蘭縣,20409,國立頭城家商,43,70,29,40,9,12,57,699,904,240,293
103,3,桃園縣,30403,國立桃園農工,93,82,9,5,26,19,85,2496,451,741,166
103,3,桃園縣,30407,國立中壢高商,39,113,6,3,7,19,62,923,1343,324,499
103,3,桃園縣,30408,國立中壢家商,16,58,4,24,4,15,32,0,1173,0,441
103,3,桃園縣,31414,私立成功工商,53,53,19,10,12,30,58,1833,945,663,330
103,3,桃園縣,31415,私立方曙商工,13,17,9,4,7,13,23,405,140,234,82
103,3,桃園縣,31421,私立永平工商,73,125,5,2,17,22,129,3689,2820,1042,762
103,4,新竹縣,41401,私立內思高工,44,26,18,8,5,11,36,1247,277,403,77
103,5,苗栗縣,50401,國立大湖農工,51,33,0,0,14,10,30,724,349,256,126
103,5,苗栗縣,50404,國立苗栗農工,84,64,0,0,18,21,54,1423,627,438,212
103,5,苗栗縣,50407,國立苗栗高商,30,50,0,0,9,10,39,414,905,119,310
103,5,苗栗縣,51408,私立中興商工,35,36,19,24,6,11,47,1046,742,295,255
103,5,苗栗縣,51411,私立育民工家,22,16,12,10,12,11,37,562,272,163,117
103,5,苗栗縣,51412,私立賢德工商,8,1,7,3,1,3,9,150,21,62,11
103,5,苗栗縣,51413,私立龍德家商,21,20,7,1,3,6,41,485,424,210,237
103,6,臺中市,60401,國立豐原高商,44,108,12,20,5,22,66,723,1395,216,464
103,6,臺中市,60402,國立大甲高工,77,42,23,9,14,19,48,1227,261,421,89
103,6,臺中市,60404,國立東勢高工,100,60,12,8,20,18,63,1733,484,504,183
103,6,臺中市,60407,國立沙鹿高工,93,62,49,13,19,19,70,1801,582,534,176
103,6,臺中市,60408,國立霧峰農工,68,50,45,25,11,16,51,1392,326,462,119
103,7,彰化縣,70401,國立彰師附工,103,65,29,13,23,16,72,2300,390,715,125
103,7,彰化縣,70402,國立永靖高工,63,43,13,7,12,16,38,1173,259,429,97
103,7,彰化縣,70403,國立二林工商,61,64,24,10,11,13,55,1076,573,301,215
103,7,彰化縣,70405,國立秀水高工,75,45,87,20,10,18,62,1853,356,561,137
103,7,彰化縣,70406,國立彰化高商,51,114,8,20,8,17,74,782,1847,242,627
103,7,彰化縣,70408,國立員林農工,52,74,25,24,13,18,57,1202,773,374,296
103,7,彰化縣,70409,國立員林崇實高工,58,39,15,6,11,22,46,1177,295,370,105
103,7,彰化縣,70410,國立員林家商,24,78,15,39,6,19,54,263,1622,62,544
103,7,彰化縣,70415,國立北斗家商,37,73,12,36,4,12,55,477,1406,134,440
103,7,彰化縣,71413,私立大慶商工,37,40,34,16,15,38,80,1890,1113,670,373
103,7,彰化縣,71414,私立達德商工,88,105,46,29,13,28,139,3722,2759,1260,1025
103,8,南投縣,80401,國立仁愛高農,24,27,0,0,10,9,18,307,221,94,75
103,8,南投縣,80403,國立埔里高工,62,30,4,3,11,17,41,981,321,323,92
103,8,南投縣,80404,國立南投高商,33,70,13,18,4,16,44,552,770,163,290
103,8,南投縣,80406,國立草屯商工,58,81,16,18,13,16,57,954,874,299,320
103,8,南投縣,80410,國立水里商工,34,42,7,5,9,13,36,591,509,203,179
103,8,南投縣,81409,私立同德家商,44,64,20,18,9,19,67,1431,1259,395,377
103,9,雲林縣,90401,國立虎尾農工,62,40,0,0,19,11,42,1037,386,311,127
103,9,雲林縣,90402,國立西螺農工,69,59,14,4,16,15,50,1399,451,435,165
103,9,雲林縣,90403,國立斗六家商,31,46,13,29,3,18,34,402,844,134,267
103,9,雲林縣,90404,國立北港農工,52,33,0,0,8,15,30,860,125,260,65
103,9,雲林縣,90413,國立土庫商工,43,47,5,3,6,14,34,483,731,146,279
103,9,雲林縣,91410,私立大成商工,83,58,12,12,17,17,86,2203,1251,770,490
103,9,雲林縣,91414,私立大德工商,41,21,5,7,4,8,35,548,448,259,151
103,10,嘉義縣,100402,國立民雄農工,71,38,6,0,9,18,40,1065,166,371,66
103,10,嘉義縣,101405,私立協志工商,74,51,32,30,12,18,89,2029,1457,626,532
103,10,嘉義縣,101406,私立萬能工商,50,35,14,6,17,12,55,1355,863,457,301
103,10,嘉義縣,101407,私立弘德工商,17,6,1,0,6,0,12,132,73,59,26
103,11,臺南市,110401,國立新化高工,51,44,16,8,13,15,40,1075,324,342,134
103,11,臺南市,110403,國立白河商工,34,44,4,6,6,17,30,421,163,178,81
103,11,臺南市,110404,國立北門農工,74,64,12,19,16,20,57,1275,614,426,214
103,11,臺南市,110405,國立曾文家商,24,49,6,10,6,11,32,251,891,62,323
103,11,臺南市,110406,國立新營高工,75,40,3,4,14,16,45,1114,291,327,89
103,11,臺南市,110407,國立玉井工商,41,36,7,5,9,11,32,637,334,212,158
103,11,臺南市,110409,國立臺南高工,138,81,54,27,23,23,88,2624,336,831,127
103,11,臺南市,110410,國立曾文農工,68,64,11,5,15,21,54,1191,535,373,204
103,11,臺南市,111416,私立天仁工商,17,11,7,6,4,7,14,219,146,92,68
103,11,臺南市,111419,私立陽明工商,28,13,21,8,4,12,24,533,313,205,151
103,11,臺南市,111427,私立育德工家,44,40,9,10,5,10,43,760,690,252,241
103,12,高雄市,120401,國立旗山農工,61,43,0,0,16,15,39,963,328,357,128
103,12,高雄市,120402,國立岡山農工,92,70,55,17,17,21,70,1675,676,505,258
103,12,高雄市,120409,國立鳳山商工,80,83,9,16,13,22,77,1113,1551,315,474
103,12,高雄市,121405,私立中山工商,151,190,14,23,17,37,178,5919,3507,1917,1245
103,12,高雄市,121410,私立旗美商工,8,5,9,6,2,3,17,222,123,86,38
103,12,高雄市,121413,私立高英工商,62,46,35,15,12,22,83,1980,805,770,315
103,12,高雄市,121415,私立華德工家,18,17,25,20,5,2,37,547,331,151,125
103,12,高雄市,121417,私立高苑工商,51,52,42,24,13,25,79,1915,956,698,308
103,13,屏東縣,130401,國立內埔農工,55,40,0,0,16,12,37,808,418,256,151
103,13,屏東縣,130403,國立屏東高工,100,74,21,10,21,16,70,1873,344,561,126
103,13,屏東縣,130404,國立佳冬高農,35,64,10,12,11,12,46,837,615,253,212
103,13,屏東縣,130410,國立東港海事,38,52,0,0,11,18,38,922,475,267,125
103,13,屏東縣,130417,國立恆春工商,47,49,8,16,6,15,39,573,471,128,122
103,13,屏東縣,131409,私立民生家商,22,37,30,59,4,15,54,964,1048,304,305
103,13,屏東縣,131416,私立華洲工家,12,9,17,13,7,10,21,276,195,116,109
103,13,屏東縣,131418,私立日新工商,19,14,23,27,1,11,29,462,234,125,74
103,14,臺東縣,140404,國立關山工商,29,29,0,0,6,15,19,204,141,62,49
103,14,臺東縣,140405,國立臺東高商,41,58,12,8,4,15,42,504,740,123,276
103,14,臺東縣,140408,國立成功商水,17,19,0,0,5,10,13,192,111,63,46
103,14,臺東縣,141406,私立公東高工,29,24,10,8,9,20,41,897,581,199,202
103,15,花蓮縣,150401,國立花蓮高農,44,47,0,0,10,15,35,522,445,149,153
103,15,花蓮縣,150404,國立花蓮高工,99,53,14,8,17,20,58,1432,248,383,103
103,15,花蓮縣,150405,國立花蓮高商,33,60,7,16,2,18,38,453,831,143,284
103,15,花蓮縣,150411,國立光復商工,23,21,1,4,7,10,18,198,149,68,52
103,15,花蓮縣,151410,花蓮縣上騰工商,29,36,4,11,9,13,32,542,289,157,99
103,16,澎湖縣,160401,國立澎湖海事水產,65,50,5,2,13,24,47,865,559,193,143
103,17,基隆市,170403,國立基隆海事,60,62,3,6,12,19,50,912,693,246,247
103,17,基隆市,170404,國立基隆商工,71,85,12,19,7,21,68,1151,1238,398,475
103,17,基隆市,171405,私立光隆家商,18,26,15,9,2,7,30,316,588,172,283
103,17,基隆市,171407,私立培德工家,15,15,0,0,2,9,25,473,286,122,106
103,18,新竹市,180403,國立新竹高商,22,78,20,26,5,16,48,607,1248,192,419
103,18,新竹市,180404,國立新竹高工,71,63,4,2,9,21,51,1332,485,418,145
103,19,臺中市,190404,國立臺中家商,54,115,4,11,8,19,83,384,2289,135,850
103,19,臺中市,190406,國立興大附農,51,107,39,45,16,21,84,1457,1425,455,485
103,19,臺中市,190407,國立臺中高工,160,100,73,24,26,30,112,3392,518,1104,190
103,19,臺中市,191412,財團法人光華高工,54,41,19,17,13,19,55,1957,293,709,156
103,20,嘉義市,200401,國立華南高商,37,70,0,0,4,17,42,561,1035,215,311
103,20,嘉義市,200405,國立嘉義高工,153,70,18,10,22,21,97,2411,714,746,252
103,20,嘉義市,200406,國立嘉義高商,42,72,7,8,0,21,46,517,1155,198,350
103,20,嘉義市,200407,國立嘉義家職,17,81,4,11,7,13,42,0,1243,0,419
103,20,嘉義市,201408,私立東吳工家,57,65,29,29,16,17,86,1652,1861,571,599
103,20,嘉義市,201411,私立大同高商,6,2,6,8,0,5,4,53,31,51,51
103,21,臺南市,210408,國立臺南高商,51,99,8,17,6,13,66,584,1631,167,528
103,21,臺南市,210416,國立臺南海事,45,29,8,10,11,10,33,826,303,251,111
103,21,臺南市,211407,私立南英商工,43,51,55,41,11,20,75,1858,851,527,306
103,21,臺南市,211412,私立亞洲餐旅,21,20,12,12,5,5,30,727,548,244,205
103,21,臺南市,211419,私立慈幼工商,44,22,32,10,13,14,45,1428,313,491,91
103,30,臺北市,311401,私立育達家商,53,126,57,82,5,30,141,2951,3598,875,1314
103,30,臺北市,321402,私立協和工商,60,45,43,16,16,23,63,1517,433,665,271
103,30,臺北市,323401,市立松山家商,54,132,4,2,4,19,78,820,1913,228,604
103,30,臺北市,323402,市立松山工農,118,101,16,5,16,30,79,2322,515,599,144
103,30,臺北市,331402,私立東方工商,11,29,5,8,1,5,29,352,584,195,246
103,30,臺北市,331403,私立喬治工商,18,30,8,10,2,17,24,251,491,105,173
103,30,臺北市,331404,私立開平餐飲,36,38,1,1,2,8,37,1007,524,323,148
103,30,臺北市,333401,市立大安高工,152,115,13,9,23,32,101,3228,511,994,200
103,30,臺北市,341402,私立稻江護家,18,56,17,37,8,17,50,0,2037,0,749
103,30,臺北市,351402,私立開南商工,45,38,31,14,8,14,55,1458,375,526,158
103,30,臺北市,361401,私立稻江高商,32,49,34,18,5,15,47,793,1069,231,419
103,30,臺北市,383401,市立木柵高工,97,74,0,0,20,19,57,1743,317,495,124
103,30,臺北市,393401,市立南港高工,134,99,30,8,28,26,90,2653,319,792,138
103,30,臺北市,403401,市立內湖高工,89,63,0,0,12,24,58,1873,290,591,64
103,30,臺北市,411401,私立華岡藝校,12,15,69,105,1,6,18,213,612,70,170
103,30,臺北市,413401,市立士林高商,65,147,0,0,7,24,90,977,2272,286,741
103,30,臺北市,421404,私立惇敘工商,41,23,4,4,8,7,36,923,119,376,80
103,50,高雄市,521401,私立中華藝校,27,23,48,37,10,14,32,421,870,151,275
103,50,高雄市,533401,市立海青工商,84,95,3,5,19,15,74,1238,1272,386,458
103,50,高雄市,533402,市立三民家商,41,101,3,4,1,24,57,535,1607,147,509
103,50,高雄市,551402,私立樹德家商,60,163,70,123,6,39,161,2453,4728,874,1646
103,50,高雄市,553401,市立高雄高工,145,89,9,9,18,19,90,2844,451,888,137
103,50,高雄市,563401,市立高雄高商,42,111,12,17,3,15,73,682,1753,197,567
103,50,高雄市,581401,私立國際商工,17,15,14,7,4,7,16,286,103,141,56
103,50,高雄市,581402,私立三信家商,57,124,79,98,10,28,149,2422,2981,767,1083
103,50,高雄市,593401,市立中正高工,108,77,1,3,12,24,74,2135,428,676,119
103,50,高雄市,611401,私立高鳳工家,17,5,3,5,1,7,14,204,111,92,40
103,71,金門縣,710401,國立金門農工,57,28,13,4,20,13,41,642,437,194,168
103,30,臺北市,351B09,私立南華高中進修學校,7,20,9,9,6,9,30,553,504,228,166
103,30,臺北市,361B09,私立志仁中學進修學校,10,8,24,33,3,9,42,878,764,344,296
103,1,新北市,011C71,私立光華高商進修學校,3,8,14,16,4,4,20,436,355,182,135
103,2,宜蘭縣,020C01,國立宜蘭大學附設農工職業進修學校,4,0,2,2,0,2,2,25,11,36,9
103,19,臺中市,190C01,國立臺中科技大學附設高商進修學校,1,5,0,0,0,0,3,37,48,65,112
103,21,臺南市,210C01,國立成功大學附設高工進修學校,19,16,11,14,3,5,27,269,87,111,36
103,30,臺北市,350C01,國立臺北商業大學附設高商進修學校,2,6,3,4,0,2,5,69,120,36,92
103,6,臺中市,060F01,國立臺中啟明學校,0,0,0,0,0,0,3,34,29,17,12
103,7,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,172,252,73,70
103,50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,2,0,39,0,7
103,3,桃園縣,030G92,國立桃園農工進校分校,0,0,0,0,0,0,4,107,0,0,0
103,3,桃園縣,031G91,私立宏德高商進修學校,0,0,12,5,0,0,3,88,0,24,0
103,7,彰化縣,070G91,國立員林高中進校分校,0,0,7,6,0,0,7,227,84,0,0
103,7,彰化縣,070G92,國立二林工商進校分校,0,0,8,12,0,0,3,58,0,15,0
103,11,臺南市,111G91,私立樹德高中進修學校,0,0,14,1,0,0,3,91,0,27,0
103,15,花蓮縣,151G91,私立正德高中進修學校,0,0,16,1,0,0,3,83,0,27,0
104,30,臺北市,400144,國立臺灣戲曲學院附設高職部,30,44,124,94,0,0,21,137,289,38,87
104,14,臺東縣,140222,國立臺東專科學校附設高職部,45,38,23,9,2,2,36,681,280,136,64
104,1,新北市,10301,國立華僑高級中等學校,46,94,3,5,9,21,48,759,868,260,304
104,1,新北市,11301,私立淡江高中,44,69,0,1,8,12,41,728,847,312,279
104,1,新北市,11302,私立康橋高中,27,28,0,0,1,7,18,401,352,128,113
104,1,新北市,11306,私立金陵女中,27,86,2,3,3,20,23,0,1046,0,364
104,1,新北市,11307,新北市裕德高級中等學校,13,27,0,0,6,12,1,10,11,0,0
104,1,新北市,11309,財團法人南山高中,102,115,11,3,11,25,44,1223,742,388,251
104,1,新北市,11310,財團法人恆毅高中,47,66,12,12,9,18,23,687,344,222,124
104,1,新北市,11311,私立聖心女中,11,40,1,9,2,12,9,0,396,0,181
104,1,新北市,11312,私立崇義高中,9,3,5,3,1,4,13,182,39,74,23
104,1,新北市,11314,財團法人中華高中,26,19,20,4,8,4,35,993,257,459,148
104,1,新北市,11315,私立東海高中,41,37,6,2,7,15,58,1695,411,473,134
104,1,新北市,11316,私立格致高中,82,49,5,0,8,14,49,1297,652,574,290
104,1,新北市,11317,私立醒吾高中,31,72,0,11,6,25,54,989,1133,414,491
104,1,新北市,11318,私立徐匯高中,28,35,1,1,6,8,14,586,0,274,0
104,1,新北市,11322,財團法人崇光女中,17,86,0,0,2,16,18,0,777,0,277
104,1,新北市,11323,私立光仁高中,39,64,7,6,3,12,18,366,403,103,141
104,1,新北市,11324,私立竹林高中,71,80,3,5,6,15,36,735,746,254,251
104,1,新北市,11325,私立及人高中,34,36,4,1,4,14,18,429,294,187,130
104,1,新北市,11329,財團法人辭修高中,39,59,1,2,11,15,17,461,278,162,102
104,1,新北市,11399,私立時雨高中,46,32,0,0,11,17,15,441,243,0,0
104,1,新北市,13303,市立泰山高中,84,71,32,9,13,20,69,1909,690,487,177
104,1,新北市,13304,市立板橋高中,50,91,7,7,4,18,60,1218,1098,413,420
104,1,新北市,13335,市立新店高中,32,85,45,120,2,17,51,971,963,338,341
104,1,新北市,13336,市立中和高中,42,83,3,11,1,16,54,1151,928,416,299
104,1,新北市,13337,市立新莊高中,51,81,2,6,2,17,57,1106,1081,367,393
104,1,新北市,13338,市立新北高中,49,70,9,11,5,13,51,977,885,326,327
104,1,新北市,13339,市立林口高中,44,63,4,8,4,16,45,848,942,318,298
104,1,新北市,14302,市立海山高中,74,190,11,12,4,20,35,688,547,227,174
104,1,新北市,14311,市立三重高中,58,121,9,3,5,11,37,607,757,163,194
104,1,新北市,14315,市立永平高中,59,138,19,21,9,10,36,590,679,123,219
104,1,新北市,14322,市立樹林高中,71,157,11,15,5,15,48,762,941,249,260
104,1,新北市,14326,市立明德高中,59,96,6,12,7,14,33,611,606,175,175
104,1,新北市,14332,市立秀峰高中,60,110,21,22,5,16,29,469,524,121,131
104,1,新北市,14338,市立金山高中,39,64,0,0,2,14,19,279,250,86,73
104,1,新北市,14343,市立安康高中,44,92,0,0,4,15,31,513,556,145,123
104,1,新北市,14347,市立雙溪高中,27,40,0,0,6,7,15,223,230,44,61
104,1,新北市,14348,市立石碇高中,26,50,0,0,4,8,18,233,325,84,83
104,1,新北市,14353,市立丹鳳高中,75,158,11,21,4,13,29,501,556,137,148
104,1,新北市,14356,市立清水高中,83,167,19,37,3,17,38,665,699,174,182
104,1,新北市,14357,市立三民高中,59,160,39,50,2,17,39,682,736,167,201
104,1,新北市,14362,市立錦和高中,53,140,10,10,3,13,31,542,543,144,142
104,1,新北市,14363,市立光復高中,32,81,8,14,1,12,16,283,325,0,0
104,1,新北市,14364,市立竹圍高中,36,57,0,0,2,10,14,289,246,81,67
104,1,新北市,14381,市立北大高級中學,20,26,0,0,1,6,12,218,249,0,0
104,2,宜蘭縣,20301,國立蘭陽女中,38,60,0,0,2,17,42,2,1579,0,549
104,2,宜蘭縣,20302,國立宜蘭高中,65,44,2,3,7,14,45,1524,184,519,58
104,2,宜蘭縣,20308,國立羅東高中,40,60,0,0,7,13,42,744,867,278,282
104,2,宜蘭縣,21301,私立慧燈高中,57,48,2,2,16,19,21,568,312,185,113
104,2,宜蘭縣,21310,私立中道高中,27,17,0,0,8,9,13,329,136,100,53
104,2,宜蘭縣,24322,縣立南澳高中,16,22,2,1,2,7,10,114,81,53,51
104,2,宜蘭縣,24325,縣立慈心華德福實中,7,14,0,0,8,8,3,50,50,0,0
104,3,桃園市,30302,國立龍潭高中,61,55,9,9,10,20,49,1072,533,341,184
104,3,桃園市,30304,國立桃園高中,62,93,1,7,6,21,66,1298,1245,474,490
104,3,桃園市,30305,國立中央大學附屬中壢高中,63,81,20,39,2,22,60,1225,1181,466,400
104,3,桃園市,30306,國立武陵高中,59,89,22,51,5,20,63,1399,1125,540,363
104,3,桃園市,30316,國立楊梅高中,53,61,0,0,6,18,48,1052,774,332,250
104,3,桃園市,30325,國立陽明高中,48,94,1,2,5,22,60,1179,1224,394,457
